index|name|tenCen|twoCen|threeCen|fourCen|fiveCen|sixCen|womanRatio|manRatio|gubun|score|visitCount|blogCount
512|한올|25.55623529411764|49.73576470588236|43.25623529411764|24.915294117647065|19.152|26.761647058823524|57|43|양식|4.53|24|38
513|핫쵸|48.29799999999998|91.55766666666663|63.57666666666664|42.815000000000005|33.95999999999999|32.685999999999986|57|43|일식당|4.46|480|375
514|호족반|10.51099999999994|87.55749999999998|57.30249999999999|30.14799999999996|21.291499999999967|12.473999999999933|57|43|한식|4.34|1643|1450
515|C27 가로수길점|41.59835294117646|50.5524705882353|38.52988235294117|32.4110588235294|23.706823529411764|11.764705882352953|55|45|카페|4.27|2152|1750
516|ING|17.727666666666657|93.05533333333332|59.27133333333333|32.732333333333315|27.449666666666666|23.39633333333331|53|47|요리주점|4.22|100|284
517|SADDLER HAUS|60.93366666666665|88.01999999999998|62.40266666666668|46.95833333333332|35.64099999999999|26.998|63|37|와플|4.55|2569|4998
518|감성타코 신사점|58.13233333333333|76.60666666666667|55.807666666666655|47.96266666666666|40.16866666666667|32.706999999999994|54|46|멕시코,남미음식|4.44|1555|984
519|갓잇 도산공원점|11.764705882352953|49.33882352941177|41.20611764705882|34.309647058823515|26.37058823529412|20.15764705882353|60|40|멕시코,남미음식|4.62|619|1053
520|강서면옥 압구정점|33.211529411764694|49.598117647058814|41.6181176470588|35.181882352941166|27.56094117647058|22.6769411764706|62|38|냉면|4.31|464|608
521|누데이크 하우스 도산|66.05849999999998|82.42699999999999|50.45474999999999|38.31799999999999|35.759249999999994|24.96799999999999|64|36|카페,디저트|4.42|1449|1085
522|다이칸야마키친|38.857411764705866|50.86611764705881|36.66023529411764|32.67835294117646|24.00282352941176|20.220235294117646|50|50|덮밥|4.36|1188|914
523|로로|25.305714285714267|40.18799999999999|20.188857142857103|8.576285714285703|5.981714285714273|4.608571428571391|58|42|양식|4.4|913|635
524|마망갸또 신사점|52.69366666666665|78.90166666666667|57.95966666666664|47.84433333333332|38.14733333333332|34.534666666666645|61|39|케이크전문|4.36|690|227
525|마사 타코|26.89882352941176|49.68282352941176|41.271999999999984|35.728705882352926|28.112470588235283|11.764705882352953|56|44|멕시코,남미음식|4.42|249|394
526|맥주덕후 피자덕후|5.58399999999997|37.6445714285714|27.43485714285713|21.8305714285714|18.96285714285712|12.744571428571408|50|50|피자|4.92|621|952
527|모센즈스위트 신사점|26.607999999999983|47.15317647058824|36.028|26.32611764705884|25.572000000000006|11.764705882352953|58|42|카페,디저트|4.4|30|23
528|백곰막걸리|11.764705882352953|50.28376470588234|44.5049411764706|37.51670588235293|30.858588235294103|25.80329411764705|50|50|전통,민속주점|4.38|464|417
529|부쉬윅|33.532000000000004|82.15933333333332|58.9963333333333|36.55133333333333|26.66666666666665|23.92933333333332|50|50|바(BAR)|4.73|419|65
530|비파티세리|33.211529411764694|49.598117647058814|41.6181176470588|35.181882352941166|27.56094117647058|22.6769411764706|62|38|베이커리|4.44|832|1738
531|삼창교자|25.00000000000001|97.16049999999996|88.40799999999996|73.22849999999995|63.94149999999996|54.943|51|49|딤섬,중식만두|4.44|686|295
532|소진담 신사점|53.10199999999997|86.93433333333333|63.91366666666667|47.50799999999999|36.171999999999976|26.827333333333343|63|37|카페,디저트|4.49|1558|2656
533|심퍼티쿠시 가로수길점|18.587333333333323|78.70033333333333|61.76166666666667|36.49266666666665|27.252000000000017|21.056999999999988|59|41|와인|4.55|318|192
534|압구정 곱창|23.71858823529412|50.455058823529406|48.8065882352941|40.05905882352942|28.33788235294117|23.26752941176469|58|42|곱창,막창,양|4.61|568|145
535|애니오케이션 청담|30.49299999999998|97.9495|93.06249999999996|77.03849999999998|51.36749999999999|25.00000000000001|65|35|양식|4.36|448|422
536|어썸로즈|53.691|78.01133333333331|55.99833333333333|48.28100000000001|40.23233333333335|16.66666666666668|52|48|양식|4.77|1278|3136
537|에뚜왈|23.71858823529412|50.455058823529406|48.8065882352941|40.05905882352942|28.33788235294117|23.26752941176469|58|42|베이커리|4.49|1100|1218
538|오리지널팬케이크하우스 가로수길점|16.2025714285714|35.4822857142857|27.19742857142855|24.53742857142854|12.141142857142835|4.799999999999979|58|42|양식|4.31|1187|1175
539|오복수산 도산|20.785411764705884|50.446823529411766|45.26776470588235|38.95152941176471|34.96352941176471|33.328|54|46|일식당|4.44|956|844
540|온달집 본점|34.364666666666665|80.99333333333331|51.12733333333333|36.72833333333332|28.29466666666665|21.61933333333332|55|45|육류,고기요리|4.44|837|487
541|온리고|49.334333333333326|77.32900000000001|66.91333333333334|50.05666666666667|30.222000000000005|24.565333333333324|58|42|양식|4.71|604|888
542|우가|21.772470588235286|45.43505882352941|47.92235294117647|43.49105882352941|36.51952941176471|30.560470588235304|46|54|소고기구이|4.55|296|744
543|워커비|11.764705882352953|51.28211764705881|40.86070588235293|17.02635294117648|7.44423529411766|12.493882352941178|54|46|바(BAR)|4.63|92|24
544|웍셔너리|19.77670588235293|48.81341176470588|45.12258823529412|39.444705882352935|35.18541176470586|33.675764705882344|55|45|중식당|4.28|803|638
545|웨이크앤베이크 청담|42.10366666666665|75.289|65.03666666666665|51.549666666666674|41.931|31.73233333333332|65|35|브런치|4.42|996|749
546|은행골 신사점|13.199428571428562|36.92142857142855|21.425999999999977|13.32028571428569|10.078285714285691|9.580857142857122|48|52|초밥,롤|4.71|1866|1728
547|이웃집통통이 로데오점|46.50366666666668|75.20166666666668|60.21466666666667|44.80766666666665|30.81533333333334|22.835000000000008|70|30|카페,디저트|4.58|130|285
548|일일향 압구정1호점|25.00000000000001|78.73849999999997|92.00249999999996|91.26549999999996|82.81799999999998|84.74649999999997|47|53|중식당|4.32|1067|911
549|진도켄 이자카야|20.56500000000001|75.246|61.29766666666665|42.653000000000006|30.71966666666666|26.492|51|49|이자카야|5.0|105|106
550|청담돈|8.164857142857134|37.78771428571427|25.062571428571395|16.241714285714274|13.385999999999962|9.460571428571406|51|49|일식당|4.63|1018|1263
551|청초수물회 강남점|9.716941176470591|33.43223529411763|42.21929411764706|48.36776470588236|49.24305882352941|48.01058823529412|48|52|생선회|4.35|276|817
552|최가네버섯샤브매운탕칼국수|30.511999999999983|52.80399999999997|45.07717647058822|31.844235294117617|25.612470588235265|24.087529411764688|59|41|샤브샤브|4.55|876|942
553|치즈룸 안다즈|21.816235294117643|48.27788235294116|50.08305882352939|43.1849411764706|33.944705882352935|27.04917647058824|64|36|이탈리아음식|4.58|1262|5575
554|칙피스 신사점|42.17866666666665|77.98199999999999|58.80800000000001|42.429|33.416|25.238666666666663|66|34|양식|4.49|1166|1868
555|키마스시 청담|25.00000000000001|92.81549999999996|89.6835|77.96499999999999|53.45349999999996|25.00000000000001|60|40|초밥,롤|4.58|91|85
556|키친마이야르|46.49333333333334|89.89133333333331|62.65866666666666|36.88333333333333|30.764333333333315|24.742333333333345|43|57|양식|4.26|379|311
557|타르틴베이커리 도산점|4.739999999999967|35.97114285714282|27.8242857142857|22.627142857142832|14.635714285714275|6.70942857142855|64|36|베이커리|4.38|824|1681
558|파씨오네|15.278823529411756|50.09435294117647|45.43364705882352|32.6555294117647|31.53058823529412|29.1870588235294|55|45|프랑스음식|4.7|895|2634
559|패티앤베지스|30.51247058823528|47.63247058823529|40.95764705882352|33.2684705882353|25.76917647058824|21.84729411764706|50|50|햄버거|4.46|532|1071
560|포레스트 청담|30.72449999999994|84.2785|60.85499999999995|45.85549999999995|41.93749999999997|14.885999999999958|60|40|양식|4.99|1125|939
561|피자네버슬립스|55.792333333333325|75.71633333333334|51.772666666666645|37.18466666666668|26.35600000000001|16.66666666666668|53|47|피자|4.52|664|563
565|한추|11.764705882352953|50.25505882352941|47.87764705882353|42.30988235294117|29.741647058823528|20.40752941176471|52|48|맥주,호프|4.19|1671|812
566|호호식당 도산공원|36.08870588235293|48.92070588235294|39.53882352941175|32.56164705882353|27.01176470588236|23.115529411764708|57|43|일식당|4.69|521|1354
567|효계|20.755333333333343|77.173|63.19833333333331|43.45533333333332|31.08066666666668|25.392000000000003|48|52|닭요리|4.53|341|283
568|Just Steak|21.15670588235293|50.67764705882352|45.97223529411763|37.41270588235295|31.891058823529413|29.09294117647059|47|53|스테이크,립|4.34|671|321
569|Lu307 이자카야|11.764705882352953|49.77905882352941|40.86047058823527|28.42164705882353|21.850352941176457|16.229647058823538|49|51|이자카야|4.82|272|197
570|PEACH|23.45458823529413|52.55247058823529|47.6065882352941|35.89905882352941|24.064470588235288|20.99835294117646|64|36|브런치|4.41|279|198
571|감성타코 가로수길점|41.25670588235293|49.66964705882352|35.75623529411764|33.35011764705882|25.699058823529413|11.764705882352953|54|46|멕시코,남미음식|4.42|966|872
572|갓포 히미츠 X 뱅가드 하이파이 뮤직 라운지|8.053428571428562|40.07028571428568|29.091999999999963|18.611999999999977|5.1002857142857|3.9588571428571058|33|67|이자카야|4.52|364|76
573|갓포아키 도산공원점|28.43317647058823|48.89694117647058|36.905176470588216|23.907999999999983|17.513411764705893|11.764705882352953|53|47|일식당|4.52|602|122
574|고트델리 압구정|18.19105882352942|50.83952941176471|44.17694117647059|34.32329411764704|25.265882352941183|21.68611764705881|62|38|샌드위치|4.62|461|607
575|골드피쉬 딤섬퀴진|38.9605|98.106|94.00449999999996|81.8575|86.08449999999998|83.13499999999999|55|45|중식당|4.55|601|515
576|그랑씨엘|62.29299999999994|97.94799999999996|94.77699999999996|77.44749999999996|55.91749999999996|50.63449999999998|58|42|이탈리아음식|4.18|525|88
577|길버트버거앤프라이즈|31.40094117647057|48.588705882352926|39.50117647058824|34.59552941176471|27.75976470588234|11.764705882352953|50|50|햄버거|4.49|772|520
578|네기다이닝라운지|25.00000000000001|95.70749999999995|99.73349999999994|83.24049999999997|65.66300000000001|56.52649999999996|51|49|일식당|4.62|435|137
579|도쿄등심 압구정점|24.14235294117644|50.308941176470576|47.28541176470586|39.82564705882352|33.736705882352915|28.751058823529384|51|49|소고기구이|4.59|3007|1415
580|듀자미|38.26141176470587|50.67223529411765|40.06117647058822|32.93505882352942|23.5875294117647|18.040235294117657|59|41|카페|4.29|1362|2202
581|디크루즈|25.00000000000001|96.03799999999998|91.41549999999997|70.33599999999998|47.468999999999966|34.16649999999998|49|51|바(BAR)|4.64|15|45
582|롸카두들 내쉬빌 핫치킨 압구정|25.93058823529412|49.98352941176471|42.9795294117647|30.313647058823523|22.25623529411765|11.764705882352953|48|52|햄버거|4.58|502|423
583|마르르 본점|40.94564705882353|48.91435294117647|37.48141176470588|28.65976470588236|17.56588235294118|12.14658823529411|61|39|중식당|4.62|159|773
584|마이쏭|23.972941176470567|49.16799999999999|45.17670588235292|40.26282352941173|30.89552941176469|23.601411764705865|64|36|브런치|4.17|524|294
585|메리고라운드 스테이크|32.80235294117648|51.06070588235293|41.19717647058824|39.5550588235294|33.328941176470586|23.18023529411765|47|53|양식|4.35|1536|2571
586|목포집|11.764705882352953|47.422117647058805|43.828705882352935|35.10635294117645|26.21388235294117|24.801882352941163|49|51|한정식|4.29|1163|668
587|벙커컴퍼니 압구정점|19.75058823529412|47.677882352941175|44.29882352941178|38.464470588235294|32.5510588235294|30.25152941176471|51|49|카페,디저트|4.58|328|737
588|보타르가|11.764705882352953|46.76070588235295|47.87694117647059|33.85811764705883|27.71952941176471|26.084|52|48|이탈리아음식|4.45|203|108
589|빠레뜨한남 가로수길점|45.16023529411763|48.56917647058823|33.95058823529412|30.150588235294123|23.24823529411765|15.318352941176476|57|43|양식|4.58|1134|1727
590|샤블리|11.849428571428536|36.44999999999997|23.92342857142855|16.778285714285683|11.907428571428554|11.854571428571411|54|46|샤브샤브|4.74|936|2154
591|세시셀라 도산공원점|25.77552941176471|52.03764705882353|43.41082352941176|31.03905882352941|22.97176470588235|19.9769411764706|64|36|카페|4.45|906|960
592|소이연남마오|25.00000000000001|91.32499999999996|92.89449999999997|79.80999999999997|57.11049999999999|46.44399999999997|53|47|태국음식|4.45|337|564
593|스킬렛 스테이크하우스|9.958571428571387|31.62542857142856|19.97571428571427|13.930857142857104|8.886285714285705|8.81085714285712|45|55|스테이크,립|4.65|1429|3760
594|신미식당|25.00000000000001|94.03249999999998|95.88149999999996|88.29449999999997|70.678|61.103499999999954|48|52|한식|4.41|293|418
595|안다즈서울강남 조각보|16.166117647058833|45.33411764705882|49.65176470588234|47.047294117647056|41.91505882352941|34.872941176470576|58|42|양식|4.42|528|549
596|압구정제주집|50.48449999999994|93.0655|96.191|84.61399999999999|73.52449999999995|75.88099999999994|44|56|육류,고기요리|4.6|465|607
597|야사이마끼 쿠이신보|11.764705882352953|48.55223529411763|45.44800000000001|30.52|20.452235294117656|11.764705882352953|49|51|일식당|4.45|315|214
598|얼오브샌드위치 압구정로데오점|25.00000000000001|81.38199999999999|83.99749999999997|82.14399999999998|45.07749999999998|25.00000000000001|51|49|샌드위치|4.69|26|69
599|엘피노323|18.374352941176475|48.515058823529394|43.02658823529411|35.07811764705883|25.75835294117648|22.344941176470584|52|48|멕시코,남미음식|4.47|313|255
600|온다|46.384999999999984|79.41766666666666|59.33266666666665|38.59799999999996|35.92466666666665|40.02633333333332|59|41|이탈리아음식|4.73|440|392
601|우미학|29.475999999999992|91.65899999999996|97.04449999999994|85.54799999999997|64.44199999999998|55.248|46|54|육류,고기요리|4.41|555|348
602|웜브라운 베이커리카페|48.01749999999998|97.9745|80.705|66.8925|47.92899999999998|25.00000000000001|65|35|카페,디저트|4.7|90|121
603|을지다락 도산공원|26.385142857142824|35.08542857142854|21.243142857142843|16.033999999999978|9.525999999999987|5.868285714285675|57|43|이탈리아음식|4.48|764|1132
604|이끼롤까스 가로수길점|22.292285714285704|32.303714285714264|16.810571428571404|15.470571428571414|10.01142857142856|4.410285714285685|52|48|돈가스|4.52|1461|1480
605|이치서울|34.53717647058824|52.768|37.047294117647056|20.771764705882354|14.903058823529411|11.764705882352953|63|37|카페,디저트|4.37|341|187
606|임프레션|16.717882352941167|48.87882352941176|49.23294117647058|33.91270588235293|27.49294117647058|24.41529411764705|51|49|양식|4.7|336|720
607|장다리곱창|22.07788235294117|48.31741176470588|44.52776470588236|35.32282352941176|26.803764705882354|11.764705882352953|54|46|곱창,막창,양|4.72|622|987
608|제이앤제이슨 X|22.48299999999999|80.86333333333332|64.89433333333335|37.49333333333333|22.765999999999988|21.171000000000014|48|52|바(BAR)|4.13|322|21
609|지강낙곱새 압구정본점|14.915999999999965|29.57428571428568|21.77057142857141|20.92571428571425|12.578857142857114|8.636285714285684|53|47|한식|4.46|563|645
610|콘유|16.66666666666668|77.19799999999998|63.60366666666663|42.35033333333333|34.488|24.11133333333333|49|51|일식당|4.73|187|459
