name|score_naver|count_naver|score_daum|count_daum|score_dining|count_dining|score_trip|count_trip|score_manggo|count_manggo|total_count|score_weighted
뉴만두집|4.36|1652|3.7|170|0.0|0|0.0|0|4.2|65|1887|4.3
카페무니 압구정본점|4.36|670|0.0|0|0.0|0|0.0|0|0.0|0|670|4.36
포스터리 베이커|4.36|512|0.0|0|0.0|0|0.0|0|0.0|0|512|4.36
압구정하루|4.36|3616|4.1|203|0.0|0|4.0|11|0.0|0|3830|4.35
온기정|4.3|2286|3.2|356|0.0|0|0.0|0|0.0|0|2642|4.15
카페 노티드 청담|4.44|20844|3.7|1881|0.0|0|0.0|0|0.0|0|22725|4.38
리틀넥 청담|4.5|5367|3.9|911|0.0|0|0.0|0|4.4|187|6465|4.41
호족반|4.34|3093|3.6|654|0.0|0|0.0|0|0.0|0|3747|4.21
쮸즈|4.38|3508|3.7|426|0.0|0|0.0|0|4.2|466|4400|4.3
까폼|4.52|2633|4.3|293|0.0|0|5.0|4|4.5|58|2988|4.5
벽돌해피푸드 압구정점|4.46|1221|3.5|202|4.4|8|0.0|0|4.3|69|1500|4.32
미미면가|4.27|3249|3.6|407|0.0|0|0.0|0|4.1|333|3989|4.19
아우어베이커리 가로수길점|4.46|4910|4.0|589|4.5|27|0.0|0|0.0|0|5526|4.41
달마시안|4.46|1586|2.9|240|0.0|0|0.0|0|4.1|9|1835|4.25
삼원가든|4.45|906|0.0|56|0.0|0|4.0|20|0.0|0|982|4.19
묵전|4.45|1441|3.8|145|4.0|19|0.0|0|4.3|165|1770|4.38
올리버|4.62|80|0.0|0|0.0|0|0.0|0|0.0|0|80|4.62
카멜커피|4.43|2669|3.3|22|0.0|0|0.0|0|0.0|0|2691|4.42
오스테리아 꼬또 압구정점|4.43|2290|3.2|214|0.0|0|0.0|0|4.1|75|2579|4.32
달래해장|4.43|496|2.2|58|0.0|0|0.0|0|0.0|0|554|4.2
마일스톤 커피|4.62|2845|4.3|332|0.0|0|0.0|0|4.2|100|3277|4.57
대막|4.43|2279|3.7|552|0.0|0|0.0|0|4.0|85|2916|4.28
뉴욕라츠오베이글스|4.53|1867|0.0|0|4.2|8|0.0|0|0.0|0|1875|4.53
아베크 청담|4.39|1001|3.0|155|0.0|0|0.0|0|0.0|0|1156|4.2
다운타우너 청담|4.61|5852|4.2|575|4.5|66|0.0|0|4.3|296|6789|4.56
우와|4.48|2091|3.7|49|4.2|20|0.0|0|0.0|0|2160|4.46
플레이버스 바이 바프|4.62|104|0.0|0|0.0|0|0.0|0|0.0|0|104|4.62
신사전|4.31|914|3.9|136|0.0|0|0.0|0|4.3|14|1064|4.26
파넬|4.17|1722|3.5|108|4.1|10|0.0|0|4.2|78|1918|4.13
브루클린더버거조인트 가로수길점|4.48|4248|3.9|470|0.0|0|0.0|0|4.0|327|5045|4.39
한올|4.53|62|0.0|0|0.0|0|0.0|0|0.0|0|62|4.53
무탄|4.36|2929|0.0|488|0.0|0|0.0|0|0.0|0|3417|3.74
르브런쉭 신사점|4.34|1430|3.6|41|0.0|0|0.0|0|0.0|0|1471|4.32
뱃고동|4.28|3624|3.4|324|4.2|20|4.5|42|4.1|93|4103|4.21
클랩피자 청담점|4.52|3703|3.9|273|0.0|0|0.0|0|4.2|36|4012|4.47
지아니스나폴리 가로수길점|4.35|1127|4.0|76|0.0|0|0.0|0|4.3|227|1430|4.32
콴안다오|4.52|2528|4.3|343|4.4|31|0.0|0|4.6|209|3111|4.5
카츠바이콘반|4.58|2205|4.3|496|0.0|0|0.0|0|4.5|115|2816|4.53
카이센동 우니도|4.84|616|0.0|0|0.0|0|0.0|0|0.0|0|616|4.84
핫쵸|4.46|855|3.0|123|0.0|0|0.0|0|4.2|18|996|4.28
선데이 버거 클럽|4.53|1187|4.3|198|0.0|0|0.0|0|4.4|48|1433|4.49
도산분식 도산공원점|4.23|2743|3.0|327|3.8|33|0.0|0|0.0|0|3103|4.1
도산맘마미아|4.36|4494|3.1|1009|0.0|0|0.0|0|0.0|0|5503|4.13
강남면옥 본점|4.28|1865|3.3|79|0.0|0|0.0|0|0.0|0|1944|4.24
샌드커피 논탄토 신사|4.47|1380|0.0|0|0.0|0|0.0|0|0.0|0|1380|4.47
다이닝 목로|4.65|934|0.0|0|0.0|0|0.0|0|4.3|6|940|4.65
안동국시|4.26|229|3.4|19|0.0|0|0.0|0|0.0|0|248|4.19
텍사스데브라질 압구정점|4.33|4018|3.7|205|0.0|0|0.0|0|0.0|0|4223|4.3
한추|4.19|2483|0.0|0|3.8|33|3.5|30|0.0|0|2546|4.18
갓잇 도산공원점|4.62|1672|3.8|173|0.0|0|0.0|0|4.1|13|1858|4.54
맥주덕후 피자덕후|4.92|1573|4.7|169|0.0|0|0.0|0|0.0|0|1742|4.9
오복수산 도산|4.44|1800|0.0|0|4.1|15|0.0|0|4.1|81|1896|4.42
효계|4.53|624|0.0|0|0.0|0|0.0|0|4.4|21|645|4.53
압구정 곱창|4.61|713|4.0|138|4.4|7|0.0|0|4.2|20|878|4.5
에뚜왈|4.49|2318|0.0|0|0.0|0|0.0|0|4.1|167|2485|4.46
청담돈|4.63|2281|0.0|504|0.0|0|0.0|0|0.0|0|2785|3.79
워커비|4.63|116|0.0|0|0.0|0|0.0|0|0.0|0|116|4.63
키친마이야르|4.26|690|4.4|99|0.0|0|0.0|0|0.0|0|789|4.28
오리지널팬케이크하우스 가로수길점|4.31|2362|3.5|148|0.0|0|0.0|0|4.3|344|2854|4.27
치즈룸 안다즈|4.58|6837|3.9|423|0.0|0|0.0|0|4.4|56|7316|4.54
온달집 본점|4.44|1324|3.7|246|4.5|6|0.0|0|0.0|0|1576|4.32
웨이크앤베이크 청담|4.42|1745|3.8|206|0.0|0|0.0|0|4.1|39|1990|4.35
최가네버섯샤브매운탕칼국수|4.55|1818|4.6|218|0.0|0|0.0|0|4.3|40|2076|4.55
이웃집통통이 로데오점|4.58|415|0.0|0|0.0|0|0.0|0|0.0|0|415|4.58
누데이크 하우스 도산|4.42|2534|3.4|374|0.0|0|0.0|0|4.0|25|2933|4.29
심퍼티쿠시 가로수길점|4.55|510|4.8|107|0.0|0|0.0|0|4.1|13|630|4.58
SADDLER HAUS|4.55|7567|2.3|55|0.0|0|0.0|0|4.4|112|7734|4.53
청초수물회 강남점|4.35|1093|3.8|81|0.0|0|0.0|0|0.0|0|1174|4.31
진도켄 이자카야|5.0|211|0.0|0|0.0|0|0.0|0|4.1|6|217|4.98
ING|4.22|384|3.3|32|0.0|0|0.0|0|0.0|0|416|4.15
은행골 신사점|4.71|3594|4.0|378|0.0|0|0.0|0|0.0|0|3972|4.64
모센즈스위트 신사점|4.4|53|0.0|0|0.0|0|0.0|0|0.0|0|53|4.4
어썸로즈|4.77|4414|3.9|368|0.0|0|0.0|0|0.0|0|4782|4.7
소진담 신사점|4.49|4214|4.0|377|0.0|0|0.0|0|0.0|0|4591|4.45
피자네버슬립스|4.52|1227|3.9|198|0.0|0|0.0|0|0.0|0|1425|4.43
로로|4.4|1548|3.4|456|0.0|0|0.0|0|0.0|0|2004|4.17
온리고|4.71|1492|4.7|177|0.0|0|0.0|0|4.3|17|1686|4.7
타르틴베이커리 도산점|4.38|2505|3.4|349|4.3|17|0.0|0|0.0|0|2871|4.26
파씨오네|4.7|3529|4.4|173|0.0|0|0.0|0|4.6|148|3850|4.68
우가|4.55|1040|4.1|46|0.0|0|5.0|8|4.3|45|1139|4.53
포레스트 청담|4.99|2064|3.5|191|0.0|0|0.0|0|0.0|0|2255|4.86
마망갸또 신사점|4.36|917|3.0|30|0.0|0|0.0|0|0.0|0|947|4.32
백곰막걸리|4.38|881|3.4|125|0.0|0|4.5|7|4.3|61|1074|4.26
웍셔너리|4.28|1441|3.8|205|0.0|0|0.0|0|0.0|0|1646|4.22
패티앤베지스|4.46|1603|4.4|204|0.0|0|0.0|0|4.5|74|1881|4.46
비파티세리|4.44|2570|4.2|218|4.1|9|0.0|0|4.2|126|2923|4.41
강서면옥 압구정점|4.31|1072|3.6|74|0.0|0|0.0|0|4.0|110|1256|4.24
삼창교자|4.44|981|3.7|243|3.9|12|0.0|0|4.5|101|1337|4.31
감성타코 신사점|4.44|2539|3.5|13|0.0|0|0.0|0|4.0|135|2687|4.41
키마스시 청담|4.58|176|0.0|0|0.0|0|0.0|0|0.0|0|176|4.58
일일향 압구정1호점|4.32|1978|2.9|114|3.9|12|0.0|0|0.0|0|2104|4.24
애니오케이션 청담|4.36|870|0.0|0|0.0|0|0.0|0|4.4|16|886|4.36
마사 타코|4.42|643|3.9|85|0.0|0|0.0|0|0.0|0|728|4.36
다이칸야마키친|4.36|2102|2.8|175|0.0|0|0.0|0|0.0|0|2277|4.24
C27 가로수길점|4.27|3902|3.3|286|0.0|0|0.0|0|0.0|0|4188|4.2
부쉬윅|4.73|484|5.0|113|0.0|0|0.0|0|0.0|0|597|4.78
호호식당 도산공원|4.69|1875|4.3|131|0.0|0|0.0|0|0.0|0|2006|4.66
칙피스 신사점|4.49|3034|4.0|327|4.2|22|0.0|0|4.5|179|3562|4.44
콘유|4.73|646|3.6|88|0.0|0|0.0|0|0.0|0|734|4.59
콘피에르|4.42|1276|0.0|0|0.0|0|0.0|0|0.0|0|1276|4.42
롸카두들 내쉬빌 핫치킨 압구정|4.58|925|4.5|237|0.0|0|0.0|0|4.5|96|1258|4.56
임프레션|4.7|1056|4.5|77|0.0|0|5.0|4|4.4|29|1166|4.68
벙커컴퍼니 압구정점|4.58|1065|4.2|114|0.0|0|0.0|0|4.2|11|1190|4.54
보타르가|4.45|311|4.1|56|0.0|0|0.0|0|4.5|50|417|4.41
메리고라운드 스테이크|4.35|4107|0.0|0|0.0|0|0.0|0|0.0|0|4107|4.35
신미식당|4.41|711|3.7|52|0.0|0|0.0|0|0.0|0|763|4.36
압구정제주집|4.6|1072|4.3|62|0.0|0|0.0|0|0.0|0|1134|4.58
얼오브샌드위치 압구정로데오점|4.69|95|0.0|0|0.0|0|0.0|0|0.0|0|95|4.69
감성타코 가로수길점|4.42|1838|2.8|139|0.0|0|0.0|0|0.0|0|1977|4.31
웜브라운 베이커리카페|4.7|211|0.0|0|0.0|0|0.0|0|0.0|0|211|4.7
한남베르그 도산|4.41|56|0.0|0|0.0|0|0.0|0|0.0|0|56|4.41
을지다락 도산공원|4.48|1896|4.1|264|0.0|0|0.0|0|0.0|0|2160|4.43
지강낙곱새 압구정본점|4.46|1208|0.0|0|0.0|0|0.0|0|0.0|0|1208|4.46
그랑씨엘|4.18|613|3.4|64|4.4|6|0.0|0|0.0|0|683|4.11
Just Steak|4.34|992|0.0|0|0.0|0|0.0|0|4.1|134|1126|4.31
샤블리|4.74|3090|3.8|297|0.0|0|0.0|0|0.0|0|3387|4.66
호쿠모쿠|4.52|132|0.0|0|0.0|0|0.0|0|0.0|0|132|4.52
도쿄등심 압구정점|4.59|4422|3.6|406|0.0|0|4.5|10|0.0|0|4838|4.51
길버트버거앤프라이즈|4.49|1292|4.3|98|0.0|0|0.0|0|4.3|295|1685|4.45
듀자미|4.29|3564|3.0|236|3.5|31|0.0|0|0.0|0|3831|4.2
마이쏭|4.17|818|2.6|53|0.0|0|4.0|9|0.0|0|880|4.07
이끼롤까스 가로수길점|4.52|2941|3.2|184|0.0|0|0.0|0|0.0|0|3125|4.44
레브|4.52|150|0.0|0|0.0|0|0.0|0|0.0|0|150|4.52
갓포아키 도산공원점|4.52|724|4.2|57|0.0|0|0.0|0|0.0|0|781|4.5
세시셀라 도산공원점|4.45|1866|3.7|230|4.3|19|0.0|0|4.3|288|2403|4.36
마르르 본점|4.62|932|3.3|64|0.0|0|0.0|0|0.0|0|996|4.54
온다|4.73|832|3.9|113|0.0|0|0.0|0|4.2|5|950|4.63
