,name,tenCen,twoCen,threeCen,fourCen,fiveCen,sixCen,womanRatio,manRatio
35,신주양꼬치 홍대점,27.952941176470592%_10|,52.1604705882353%_20|,37.6844705882353%_30|,28.60588235294117%_40|,20.434588235294118%_50|,20.42870588235293%_60|,여자_48%,남자_52%
36,미로식당,27.952941176470592%_10|,52.1604705882353%_20|,37.6844705882353%_30|,28.60588235294117%_40|,20.434588235294118%_50|,20.42870588235293%_60|,여자_48%,남자_52%
37,상수동 카스티야,76.74399999999994%_10|,99.51399999999995%_20|,88.28699999999998%_30|,83.92399999999996%_40|,63.541999999999945%_50|,52.27149999999998%_60|,여자_59%,남자_41%
38,가메스시,47.33099999999991%_10|,98.86299999999994%_20|,53.44499999999998%_30|,45.67299999999997%_40|,37.64399999999991%_50|,30.1459999999999%_60|,여자_47%,남자_53%
39,공미학 마포홍대점,49.33011764705881%_10|,51.429176470588246%_20|,31.070588235294117%_30|,24.817176470588244%_40|,18.75223529411765%_50|,11.764705882352951%_60|,여자_58%,남자_42%
40,로운 샤브샤브 홍대점,49.33011764705881%_10|,51.429176470588246%_20|,31.070588235294117%_30|,24.817176470588244%_40|,18.75223529411765%_50|,11.764705882352951%_60|,여자_58%,남자_42%
41,219레스토랑,50.56094117647058%_10|,50.84635294117646%_20|,33.353411764705875%_30|,27.255529411764716%_40|,22.28729411764707%_50|,17.646352941176463%_60|,여자_58%,남자_42%
42,박용석스시,11.690285714285702%_10|,29.767714285714263%_20|,16.198857142857104%_30|,12.392285714285682%_40|,6.882285714285683%_50|,7.637714285714248%_60|,여자_49%,남자_51%
43,서플라이디팟 루프탑,30.765000000000004%_10|,85.2%_20|,48.04366666666666%_30|,30.964666666666673%_40|,21.916000000000004%_50|,17.458666666666655%_60|,여자_51%,남자_49%
44,동교해물,25.00000000000001%_10|,84.16699999999996%_20|,93.37649999999994%_30|,96.65449999999994%_40|,93.17999999999995%_50|,79.22499999999997%_60|,여자_56%,남자_44%
45,연남다방,41.28941176470587%_10|,50.342588235294116%_20|,33.75694117647059%_30|,21.20635294117646%_40|,14.500235294117637%_50|,11.764705882352951%_60|,여자_60%,남자_40%
46,또보겠지떡볶이집호호피크닉점,32.90117647058823%_10|,49.02988235294118%_20|,42.676705882352934%_30|,31.81035294117648%_40|,16.896470588235303%_50|,11.764705882352951%_60|,여자_63%,남자_37%
47,연어롭다,54.61800000000001%_10|,80.084%_20|,47.73299999999998%_30|,36.24633333333334%_40|,30.29766666666666%_50|,24.181999999999995%_60|,여자_57%,남자_43%
48,어리라운지,37.52566666666667%_10|,77.25633333333333%_20|,35.52899999999999%_30|,24.796%_40|,19.784333333333326%_50|,16.66666666666668%_60|,여자_53%,남자_47%
49,터틀힙,56.637%_10|,78.67533333333331%_20|,52.62366666666666%_30|,31.86199999999998%_40|,24.44133333333331%_50|,20.31266666666668%_60|,여자_62%,남자_38%
