name,tenCen,twoCen,threeCen,fourCen,fiveCen,sixCen,womanRatio,manRatio
마망갸또 신사점,52.69366666666665%_10|,78.90166666666667%_20|,57.95966666666664%_30|,47.84433333333332%_40|,38.14733333333332%_50|,34.534666666666645%_60|,여자_61%,남자_39%
백곰막걸리,11.764705882352951%_10|,50.28376470588234%_20|,44.504941176470595%_30|,37.51670588235293%_40|,30.858588235294103%_50|,25.803294117647052%_60|,여자_50%,남자_50%
웍셔너리,19.776705882352935%_10|,48.813411764705876%_20|,45.12258823529412%_30|,39.444705882352935%_40|,35.18541176470586%_50|,33.675764705882344%_60|,여자_55%,남자_45%
패티앤베지스,30.51247058823528%_10|,47.63247058823529%_20|,40.95764705882352%_30|,33.2684705882353%_40|,25.76917647058824%_50|,21.84729411764706%_60|,여자_50%,남자_50%
비파티세리,33.211529411764694%_10|,49.598117647058814%_20|,41.6181176470588%_30|,35.181882352941166%_40|,27.56094117647058%_50|,22.676941176470596%_60|,여자_62%,남자_38%
강서면옥 압구정점,33.211529411764694%_10|,49.598117647058814%_20|,41.6181176470588%_30|,35.181882352941166%_40|,27.56094117647058%_50|,22.676941176470596%_60|,여자_62%,남자_38%
삼창교자,25.00000000000001%_10|,97.16049999999996%_20|,88.40799999999996%_30|,73.22849999999995%_40|,63.94149999999996%_50|,54.943%_60|,여자_51%,남자_49%
감성타코 신사점,58.13233333333333%_10|,76.60666666666667%_20|,55.807666666666655%_30|,47.962666666666664%_40|,40.16866666666667%_50|,32.706999999999994%_60|,여자_54%,남자_46%
키마스시 청담,25.00000000000001%_10|,92.81549999999996%_20|,89.6835%_30|,77.96499999999999%_40|,53.45349999999996%_50|,25.00000000000001%_60|,여자_60%,남자_40%
일일향 압구정1호점,25.00000000000001%_10|,78.73849999999997%_20|,92.00249999999996%_30|,91.26549999999996%_40|,82.81799999999998%_50|,84.74649999999997%_60|,여자_47%,남자_53%
애니오케이션 청담,30.49299999999998%_10|,97.94949999999999%_20|,93.06249999999996%_30|,77.03849999999998%_40|,51.367499999999986%_50|,25.00000000000001%_60|,여자_65%,남자_35%
마사 타코,26.898823529411757%_10|,49.68282352941176%_20|,41.271999999999984%_30|,35.728705882352926%_40|,28.112470588235283%_50|,11.764705882352951%_60|,여자_56%,남자_44%
다이칸야마키친,38.857411764705866%_10|,50.86611764705881%_20|,36.66023529411764%_30|,32.67835294117646%_40|,24.00282352941176%_50|,20.220235294117646%_60|,여자_50%,남자_50%
C27 가로수길점,41.59835294117646%_10|,50.5524705882353%_20|,38.52988235294117%_30|,32.4110588235294%_40|,23.706823529411764%_50|,11.764705882352951%_60|,여자_55%,남자_45%
부쉬윅,33.532000000000004%_10|,82.15933333333332%_20|,58.996333333333304%_30|,36.55133333333333%_40|,26.66666666666665%_50|,23.929333333333318%_60|,여자_50%,남자_50%
호호식당 도산공원,36.08870588235293%_10|,48.92070588235294%_20|,39.53882352941175%_30|,32.56164705882353%_40|,27.011764705882353%_50|,23.115529411764708%_60|,여자_57%,남자_43%
칙피스 신사점,42.17866666666665%_10|,77.98199999999999%_20|,58.80800000000001%_30|,42.429%_40|,33.416%_50|,25.238666666666663%_60|,여자_66%,남자_34%
